X,Y,Previous_X,Previous_Y,X_velocity,Spike_0,Spike_1,Spike_2,Spike_3,Spike_4,Spike_5,Spike_6,Spike_7,Spike_8,Spike_9,Spike_10,Spike_11,Jump
167.70000000000005,371.8000000000001,163.40000000000003,366.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
172.00000000000006,377.10000000000014,167.70000000000005,371.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
176.30000000000007,382.70000000000016,172.00000000000006,377.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
180.60000000000008,388.60000000000014,176.30000000000007,382.70000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
184.9000000000001,394.8000000000001,180.60000000000008,388.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
189.2000000000001,401.3000000000001,184.9000000000001,394.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
193.5000000000001,408.10000000000014,189.2000000000001,401.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
197.80000000000013,415.20000000000016,193.5000000000001,408.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
202.10000000000014,422.60000000000014,197.80000000000013,415.20000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
206.40000000000015,430.3000000000001,202.10000000000014,422.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,1
210.70000000000016,423.3000000000001,206.40000000000015,430.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
215.00000000000017,416.60000000000014,210.70000000000016,423.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
219.30000000000018,410.20000000000016,215.00000000000017,416.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
223.6000000000002,404.10000000000014,219.30000000000018,410.20000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
227.9000000000002,398.3000000000001,223.6000000000002,404.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
232.20000000000022,392.8000000000001,227.9000000000002,398.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
236.50000000000023,387.60000000000014,232.20000000000022,392.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
240.80000000000024,382.70000000000016,236.50000000000023,387.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
245.10000000000025,378.10000000000014,240.80000000000024,382.70000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
249.40000000000026,373.8000000000001,245.10000000000025,378.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
253.70000000000027,369.8000000000001,249.40000000000026,373.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
258.0000000000003,366.10000000000014,253.70000000000027,369.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
262.3000000000003,362.70000000000016,258.0000000000003,366.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
266.6000000000003,359.60000000000014,262.3000000000003,362.70000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
270.9000000000003,356.8000000000001,266.6000000000003,359.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
275.20000000000033,354.3000000000001,270.9000000000003,356.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
279.50000000000034,352.10000000000014,275.20000000000033,354.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
283.80000000000035,350.20000000000016,279.50000000000034,352.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
288.10000000000036,348.60000000000014,283.80000000000035,350.20000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
292.4000000000004,347.3000000000001,288.10000000000036,348.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
296.7000000000004,346.3000000000001,292.4000000000004,347.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
301.0000000000004,345.60000000000014,296.7000000000004,346.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
305.3000000000004,345.20000000000016,301.0000000000004,345.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
309.6000000000004,345.10000000000014,305.3000000000004,345.20000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
313.90000000000043,345.3000000000001,309.6000000000004,345.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
318.20000000000044,345.8000000000001,313.90000000000043,345.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
322.50000000000045,346.60000000000014,318.20000000000044,345.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
326.80000000000047,347.70000000000016,322.50000000000045,346.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
331.1000000000005,349.10000000000014,326.80000000000047,347.70000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
335.4000000000005,350.8000000000001,331.1000000000005,349.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
339.7000000000005,352.8000000000001,335.4000000000005,350.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
344.0000000000005,355.10000000000014,339.7000000000005,352.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
348.3000000000005,357.70000000000016,344.0000000000005,355.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
352.60000000000053,360.60000000000014,348.3000000000005,357.70000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
356.90000000000055,363.8000000000001,352.60000000000053,360.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,1
361.20000000000056,356.8000000000001,356.90000000000055,363.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
365.50000000000057,350.10000000000014,361.20000000000056,356.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
369.8000000000006,343.70000000000016,365.50000000000057,350.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
374.1000000000006,337.60000000000014,369.8000000000006,343.70000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
378.4000000000006,331.8000000000001,374.1000000000006,337.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
382.7000000000006,326.3000000000001,378.4000000000006,331.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
387.0000000000006,321.10000000000014,382.7000000000006,326.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
391.30000000000064,316.20000000000016,387.0000000000006,321.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
395.60000000000065,311.60000000000014,391.30000000000064,316.20000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
399.90000000000066,307.3000000000001,395.60000000000065,311.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
404.20000000000067,303.3000000000001,399.90000000000066,307.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
408.5000000000007,299.60000000000014,404.20000000000067,303.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
412.8000000000007,296.20000000000016,408.5000000000007,299.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
417.1000000000007,293.10000000000014,412.8000000000007,296.20000000000016,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
421.4000000000007,290.3000000000001,417.1000000000007,293.10000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
425.7000000000007,287.8000000000001,421.4000000000007,290.3000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
430.00000000000074,285.60000000000014,425.7000000000007,287.8000000000001,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
434.30000000000075,283.70000000000016,430.00000000000074,285.60000000000014,4.3,1,0,0,0,0,1,1,0,0,1,0,0,0
438,282.10000000000014,434.30000000000075,283.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
433.7,280.8000000000001,438,282.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
429.4,279.8000000000001,433.7,280.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
425.09999999999997,279.10000000000014,429.4,279.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
420.79999999999995,278.70000000000016,425.09999999999997,279.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
416.49999999999994,278.60000000000014,420.79999999999995,278.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
412.19999999999993,278.8000000000001,416.49999999999994,278.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
407.8999999999999,279.3000000000001,412.19999999999993,278.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
403.5999999999999,280.10000000000014,407.8999999999999,279.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
399.2999999999999,281.20000000000016,403.5999999999999,280.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
394.9999999999999,282.60000000000014,399.2999999999999,281.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
390.6999999999999,284.3000000000001,394.9999999999999,282.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
386.39999999999986,286.3000000000001,390.6999999999999,284.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
382.09999999999985,288.60000000000014,386.39999999999986,286.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
377.79999999999984,291.20000000000016,382.09999999999985,288.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
373.49999999999983,294.10000000000014,377.79999999999984,291.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
369.1999999999998,297.3000000000001,373.49999999999983,294.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
364.8999999999998,300.8000000000001,369.1999999999998,297.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
360.5999999999998,304.60000000000014,364.8999999999998,300.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
356.2999999999998,308.70000000000016,360.5999999999998,304.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
351.9999999999998,313.10000000000014,356.2999999999998,308.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
347.69999999999976,317.8000000000001,351.9999999999998,313.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
343.39999999999975,322.8000000000001,347.69999999999976,317.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
339.09999999999974,328.10000000000014,343.39999999999975,322.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
334.7999999999997,333.70000000000016,339.09999999999974,328.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
330.4999999999997,339.60000000000014,334.7999999999997,333.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
326.1999999999997,345.8000000000001,330.4999999999997,339.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
321.8999999999997,352.3000000000001,326.1999999999997,345.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
317.5999999999997,359.10000000000014,321.8999999999997,352.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
313.29999999999967,366.20000000000016,317.5999999999997,359.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
308.99999999999966,373.60000000000014,313.29999999999967,366.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
304.69999999999965,381.3000000000001,308.99999999999966,373.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
300.39999999999964,389.3000000000001,304.69999999999965,381.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
296.0999999999996,397.60000000000014,300.39999999999964,389.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
291.7999999999996,406.20000000000016,296.0999999999996,397.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
287.4999999999996,415.10000000000014,291.7999999999996,406.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
283.1999999999996,424.3000000000001,287.4999999999996,415.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
278.8999999999996,433.8000000000001,283.1999999999996,424.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
274.59999999999957,443.60000000000014,278.8999999999996,433.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
270.29999999999956,453.70000000000016,274.59999999999957,443.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
265.99999999999955,464.10000000000014,270.29999999999956,453.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
261.69999999999953,474.8000000000001,265.99999999999955,464.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
257.3999999999995,485.8000000000001,261.69999999999953,474.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
253.0999999999995,497.10000000000014,257.3999999999995,485.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
248.7999999999995,508.70000000000016,253.0999999999995,497.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
244.4999999999995,520.6000000000001,248.7999999999995,508.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
240.19999999999948,532.8000000000002,244.4999999999995,520.6000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,1
235.89999999999947,525.8000000000002,240.19999999999948,532.8000000000002,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
231.59999999999945,519.1000000000001,235.89999999999947,525.8000000000002,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
227.29999999999944,512.7000000000002,231.59999999999945,519.1000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
222.99999999999943,506.60000000000014,227.29999999999944,512.7000000000002,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
218.69999999999942,500.8000000000001,222.99999999999943,506.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
214.3999999999994,495.3000000000001,218.69999999999942,500.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
210.0999999999994,490.10000000000014,214.3999999999994,495.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
205.7999999999994,485.20000000000016,210.0999999999994,490.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
201.49999999999937,480.60000000000014,205.7999999999994,485.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
197.19999999999936,476.3000000000001,201.49999999999937,480.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
192.89999999999935,472.3000000000001,197.19999999999936,476.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
188.59999999999934,468.60000000000014,192.89999999999935,472.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
184.29999999999933,465.20000000000016,188.59999999999934,468.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
179.99999999999932,462.10000000000014,184.29999999999933,465.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
175.6999999999993,459.3000000000001,179.99999999999932,462.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
171.3999999999993,456.8000000000001,175.6999999999993,459.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
167.09999999999928,454.60000000000014,171.3999999999993,456.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
162.79999999999927,452.70000000000016,167.09999999999928,454.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
158.49999999999926,451.10000000000014,162.79999999999927,452.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
154.19999999999925,449.8000000000001,158.49999999999926,451.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
149.89999999999924,448.8000000000001,154.19999999999925,449.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
145.59999999999923,448.10000000000014,149.89999999999924,448.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
141.29999999999922,447.70000000000016,145.59999999999923,448.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
136.9999999999992,447.60000000000014,141.29999999999922,447.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
132.6999999999992,447.8000000000001,136.9999999999992,447.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
128.39999999999918,448.3000000000001,132.6999999999992,447.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
124.09999999999918,449.10000000000014,128.39999999999918,448.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
119.79999999999919,450.20000000000016,124.09999999999918,449.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
115.49999999999919,451.60000000000014,119.79999999999919,450.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
111.19999999999919,453.3000000000001,115.49999999999919,451.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
106.8999999999992,455.3000000000001,111.19999999999919,453.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
102.5999999999992,457.60000000000014,106.8999999999992,455.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
98.2999999999992,460.20000000000016,102.5999999999992,457.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
93.9999999999992,463.10000000000014,98.2999999999992,460.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
89.6999999999992,466.3000000000001,93.9999999999992,463.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
85.39999999999921,469.8000000000001,89.6999999999992,466.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,1
81.09999999999921,462.8000000000001,85.39999999999921,469.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
76.79999999999922,456.10000000000014,81.09999999999921,462.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
72.49999999999922,449.70000000000016,76.79999999999922,456.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
68.19999999999922,443.60000000000014,72.49999999999922,449.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
63.899999999999224,437.8000000000001,68.19999999999922,443.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
59.59999999999923,432.3000000000001,63.899999999999224,437.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
55.29999999999923,427.10000000000014,59.59999999999923,432.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
50.99999999999923,422.20000000000016,55.29999999999923,427.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
46.699999999999235,417.60000000000014,50.99999999999923,422.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
42.39999999999924,413.3000000000001,46.699999999999235,417.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
38.09999999999924,409.3000000000001,42.39999999999924,413.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
33.799999999999244,405.60000000000014,38.09999999999924,409.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
29.499999999999243,402.20000000000016,33.799999999999244,405.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
25.199999999999243,399.10000000000014,29.499999999999243,402.20000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
20.899999999999242,396.3000000000001,25.199999999999243,399.10000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
16.59999999999924,393.8000000000001,20.899999999999242,396.3000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
12.29999999999924,391.60000000000014,16.59999999999924,393.8000000000001,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
7.999999999999241,389.70000000000016,12.29999999999924,391.60000000000014,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
3.699999999999241,388.10000000000014,7.999999999999241,389.70000000000016,-4.3,1,1,0,0,0,0,0,0,0,1,1,0,0
0,386.8000000000001,3.699999999999241,388.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
4.3,385.8000000000001,0,386.8000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
8.6,385.10000000000014,4.3,385.8000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
12.899999999999999,384.70000000000016,8.6,385.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
17.2,384.60000000000014,12.899999999999999,384.70000000000016,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
21.5,384.8000000000001,17.2,384.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
25.8,385.3000000000001,21.5,384.8000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
30.1,386.10000000000014,25.8,385.3000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
34.4,387.20000000000016,30.1,386.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
38.699999999999996,388.60000000000014,34.4,387.20000000000016,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
42.99999999999999,390.3000000000001,38.699999999999996,388.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
47.29999999999999,392.3000000000001,42.99999999999999,390.3000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
51.59999999999999,394.60000000000014,47.29999999999999,392.3000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
55.899999999999984,397.20000000000016,51.59999999999999,394.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
60.19999999999998,400.10000000000014,55.899999999999984,397.20000000000016,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
64.49999999999999,403.3000000000001,60.19999999999998,400.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
68.79999999999998,406.8000000000001,64.49999999999999,403.3000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
73.09999999999998,410.60000000000014,68.79999999999998,406.8000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
77.39999999999998,414.70000000000016,73.09999999999998,410.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
81.69999999999997,419.10000000000014,77.39999999999998,414.70000000000016,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
85.99999999999997,423.8000000000001,81.69999999999997,419.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
90.29999999999997,428.8000000000001,85.99999999999997,423.8000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
94.59999999999997,434.10000000000014,90.29999999999997,428.8000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
98.89999999999996,439.70000000000016,94.59999999999997,434.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
103.19999999999996,445.60000000000014,98.89999999999996,439.70000000000016,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
107.49999999999996,451.8000000000001,103.19999999999996,445.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
111.79999999999995,458.3000000000001,107.49999999999996,451.8000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
116.09999999999995,465.10000000000014,111.79999999999995,458.3000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
120.39999999999995,472.20000000000016,116.09999999999995,465.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
124.69999999999995,479.60000000000014,120.39999999999995,472.20000000000016,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
128.99999999999994,487.3000000000001,124.69999999999995,479.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
133.29999999999995,495.3000000000001,128.99999999999994,487.3000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
137.59999999999997,503.60000000000014,133.29999999999995,495.3000000000001,4.3,0,0,0,1,0,0,0,0,1,1,1,0,1
141.89999999999998,496.60000000000014,137.59999999999997,503.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
146.2,489.90000000000015,141.89999999999998,496.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
150.5,483.50000000000017,146.2,489.90000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
154.8,477.40000000000015,150.5,483.50000000000017,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
159.10000000000002,471.60000000000014,154.8,477.40000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
163.40000000000003,466.10000000000014,159.10000000000002,471.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
167.70000000000005,460.90000000000015,163.40000000000003,466.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
172.00000000000006,456.00000000000017,167.70000000000005,460.90000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
176.30000000000007,451.40000000000015,172.00000000000006,456.00000000000017,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
180.60000000000008,447.10000000000014,176.30000000000007,451.40000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
184.9000000000001,443.10000000000014,180.60000000000008,447.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
189.2000000000001,439.40000000000015,184.9000000000001,443.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
193.5000000000001,436.00000000000017,189.2000000000001,439.40000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
197.80000000000013,432.90000000000015,193.5000000000001,436.00000000000017,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
202.10000000000014,430.10000000000014,197.80000000000013,432.90000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
206.40000000000015,427.60000000000014,202.10000000000014,430.10000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
210.70000000000016,425.40000000000015,206.40000000000015,427.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
215.00000000000017,423.50000000000017,210.70000000000016,425.40000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
219.30000000000018,421.90000000000015,215.00000000000017,423.50000000000017,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
223.6000000000002,420.60000000000014,219.30000000000018,421.90000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
227.9000000000002,419.60000000000014,223.6000000000002,420.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
232.20000000000022,418.90000000000015,227.9000000000002,419.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
236.50000000000023,418.50000000000017,232.20000000000022,418.90000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
240.80000000000024,418.40000000000015,236.50000000000023,418.50000000000017,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
245.10000000000025,418.60000000000014,240.80000000000024,418.40000000000015,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
249.40000000000026,419.10000000000014,245.10000000000025,418.60000000000014,4.3,0,0,0,1,0,0,0,0,1,1,1,0,0
