X,Y,Previous_X,Previous_Y,X_velocity,Spike_0,Spike_1,Spike_2,Spike_3,Spike_4,Spike_5,Spike_6,Spike_7,Spike_8,Spike_9,Spike_10,Spike_11,Jump
210,402.90000000000003,214,405.70000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
206,400.40000000000003,210,402.90000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
202,398.20000000000005,206,400.40000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
198,396.30000000000007,202,398.20000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
194,394.70000000000005,198,396.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
190,393.40000000000003,194,394.70000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
186,392.40000000000003,190,393.40000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
182,391.70000000000005,186,392.40000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
178,391.30000000000007,182,391.70000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
174,391.20000000000005,178,391.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
170,391.40000000000003,174,391.20000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
166,391.90000000000003,170,391.40000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
162,392.70000000000005,166,391.90000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
158,393.80000000000007,162,392.70000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
154,395.20000000000005,158,393.80000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
150,396.90000000000003,154,395.20000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
146,398.90000000000003,150,396.90000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
142,401.20000000000005,146,398.90000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
138,403.80000000000007,142,401.20000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
134,406.70000000000005,138,403.80000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
130,409.90000000000003,134,406.70000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
126,413.40000000000003,130,409.90000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
122,417.20000000000005,126,413.40000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
118,421.30000000000007,122,417.20000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
114,425.70000000000005,118,421.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
110,430.40000000000003,114,425.70000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
106,435.40000000000003,110,430.40000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
102,440.70000000000005,106,435.40000000000003,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
98,446.30000000000007,102,440.70000000000005,-4,0,0,1,1,0,0,0,0,1,0,1,0,1
94,439.30000000000007,98,446.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
90,432.6000000000001,94,439.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
86,426.2000000000001,90,432.6000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
82,420.1000000000001,86,426.2000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
78,414.30000000000007,82,420.1000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
74,408.80000000000007,78,414.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
70,403.6000000000001,74,408.80000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
66,398.7000000000001,70,403.6000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
62,394.1000000000001,66,398.7000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
58,389.80000000000007,62,394.1000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
54,385.80000000000007,58,389.80000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
50,382.1000000000001,54,385.80000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
46,378.7000000000001,50,382.1000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
42,375.6000000000001,46,378.7000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
38,372.80000000000007,42,375.6000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
34,370.30000000000007,38,372.80000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
30,368.1000000000001,34,370.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
26,366.2000000000001,30,368.1000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
22,364.6000000000001,26,366.2000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
18,363.30000000000007,22,364.6000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
14,362.30000000000007,18,363.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
10,361.6000000000001,14,362.30000000000007,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
6,361.2000000000001,10,361.6000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
2,361.1000000000001,6,361.2000000000001,-4,0,0,1,1,0,0,0,0,1,0,1,0,0
0,361.30000000000007,2,361.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
4,361.80000000000007,0,361.30000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
8,362.6000000000001,4,361.80000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
12,363.7000000000001,8,362.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
16,365.1000000000001,12,363.7000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
20,366.80000000000007,16,365.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
24,368.80000000000007,20,366.80000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
28,371.1000000000001,24,368.80000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
32,373.7000000000001,28,371.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
36,376.6000000000001,32,373.7000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
40,379.80000000000007,36,376.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
44,383.30000000000007,40,379.80000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
48,387.1000000000001,44,383.30000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
52,391.2000000000001,48,387.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
56,395.6000000000001,52,391.2000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
60,400.30000000000007,56,395.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
64,405.30000000000007,60,400.30000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
68,410.6000000000001,64,405.30000000000007,4,0,0,1,0,0,1,0,1,1,0,0,0,0
72,416.2000000000001,68,410.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
76,422.1000000000001,72,416.2000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,1
80,415.1000000000001,76,422.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
84,408.4000000000001,80,415.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
88,402.0000000000001,84,408.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
92,395.9000000000001,88,402.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
96,390.1000000000001,92,395.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
100,384.6000000000001,96,390.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
104,379.4000000000001,100,384.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
108,374.5000000000001,104,379.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
112,369.9000000000001,108,374.5000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
116,365.6000000000001,112,369.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
120,361.6000000000001,116,365.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
124,357.9000000000001,120,361.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
128,354.5000000000001,124,357.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
132,351.4000000000001,128,354.5000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
136,348.6000000000001,132,351.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
140,346.1000000000001,136,348.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
144,343.9000000000001,140,346.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
148,342.0000000000001,144,343.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
152,340.4000000000001,148,342.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
156,339.1000000000001,152,340.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
160,338.1000000000001,156,339.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
164,337.4000000000001,160,338.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
168,337.0000000000001,164,337.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
172,336.9000000000001,168,337.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
176,337.1000000000001,172,336.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
180,337.6000000000001,176,337.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
184,338.4000000000001,180,337.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
188,339.5000000000001,184,338.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
192,340.9000000000001,188,339.5000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
196,342.6000000000001,192,340.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
200,344.6000000000001,196,342.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
204,346.9000000000001,200,344.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
208,349.5000000000001,204,346.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
212,352.4000000000001,208,349.5000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
216,355.6000000000001,212,352.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
220,359.1000000000001,216,355.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
224,362.9000000000001,220,359.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
228,367.0000000000001,224,362.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
232,371.4000000000001,228,367.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
236,376.1000000000001,232,371.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
240,381.1000000000001,236,376.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
244,386.4000000000001,240,381.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
248,392.0000000000001,244,386.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
252,397.9000000000001,248,392.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
256,404.1000000000001,252,397.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
260,410.6000000000001,256,404.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,1
264,403.6000000000001,260,410.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
268,396.9000000000001,264,403.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
272,390.5000000000001,268,396.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
276,384.4000000000001,272,390.5000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
280,378.6000000000001,276,384.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
284,373.1000000000001,280,378.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
288,367.9000000000001,284,373.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
292,363.0000000000001,288,367.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
296,358.4000000000001,292,363.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
300,354.1000000000001,296,358.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
304,350.1000000000001,300,354.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
308,346.4000000000001,304,350.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
312,343.0000000000001,308,346.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
316,339.9000000000001,312,343.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
320,337.1000000000001,316,339.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
324,334.6000000000001,320,337.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
328,332.4000000000001,324,334.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
332,330.5000000000001,328,332.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
336,328.9000000000001,332,330.5000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
340,327.6000000000001,336,328.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
344,326.6000000000001,340,327.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
348,325.9000000000001,344,326.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
352,325.5000000000001,348,325.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
356,325.4000000000001,352,325.5000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
360,325.6000000000001,356,325.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
364,326.1000000000001,360,325.6000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
368,326.9000000000001,364,326.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
372,328.0000000000001,368,326.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
376,329.4000000000001,372,328.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
380,331.1000000000001,376,329.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
384,333.1000000000001,380,331.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
388,335.4000000000001,384,333.1000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
392,338.0000000000001,388,335.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
396,340.9000000000001,392,338.0000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,1
400,333.9000000000001,396,340.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
404,327.2000000000001,400,333.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
408,320.8000000000001,404,327.2000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
412,314.7000000000001,408,320.8000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
416,308.9000000000001,412,314.7000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
420,303.4000000000001,416,308.9000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
424,298.2000000000001,420,303.4000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
428,293.3000000000001,424,298.2000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
432,288.7000000000001,428,293.3000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
436,284.4000000000001,432,288.7000000000001,4,0,0,1,0,0,1,0,1,1,0,0,0,0
438,280.4000000000001,436,284.4000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
434,276.7000000000001,438,280.4000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
430,273.3000000000001,434,276.7000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
426,270.2000000000001,430,273.3000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
422,267.4000000000001,426,270.2000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
418,264.9000000000001,422,267.4000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
414,262.7000000000001,418,264.9000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
410,260.8000000000001,414,262.7000000000001,-4,0,0,0,1,1,0,1,0,0,0,0,1,0
